# 
# this is randomly generated data to test the convolution fitter
# created using: https://github.com/ILLGrenoble/takin/blob/master/data/demos/mdanse_school_tut2_fm/create_random_data.py
# 
# sample_a     = 5
# sample_b     = 5
# sample_c     = 5
# 
# sample_alpha = 90
# sample_beta  = 90
# sample_gamma = 90
# 
# mono_d       = 3.355
# ana_d        = 3.355
# 
# sense_m      = +1
# sense_s      = -1
# sense_a      = +1
# 
# orient1_x    = 1
# orient1_y    = 0
# orient1_z    = 0
# 
# orient2_x    = 0
# orient2_y    = 1
# orient2_z    = 0
# 
# is_ki_fixed  = 0
# k_fix        = 2.662
# 
# col_h        = 1
# col_k        = 2
# col_l        = 3
# col_E        = 4
# cols_scanned = 4
# col_ctr      = 5
# col_ctr_err  = 6
# col_mon      = 7
# col_mon_err  = 8
# 
1.5 1 0 -10 11 3.317 1e+04 100
1.5 1 0 -9.355 12 3.464 1e+04 100
1.5 1 0 -8.71 16 4 1e+04 100
1.5 1 0 -8.065 22 4.69 1e+04 100
1.5 1 0 -7.419 8 2.828 1e+04 100
1.5 1 0 -6.774 23 4.796 1e+04 100
1.5 1 0 -6.129 21 4.583 1e+04 100
1.5 1 0 -5.484 37 6.083 1e+04 100
1.5 1 0 -4.839 49 7 1e+04 100
1.5 1 0 -4.194 67 8.185 1e+04 100
1.5 1 0 -3.548 66 8.124 1e+04 100
1.5 1 0 -2.903 43 6.557 1e+04 100
1.5 1 0 -2.258 19 4.359 1e+04 100
1.5 1 0 -1.613 20 4.472 1e+04 100
1.5 1 0 -0.9677 10 3.162 1e+04 100
1.5 1 0 -0.3226 17 4.123 1e+04 100
1.5 1 0 0.3226 24 4.899 1e+04 100
1.5 1 0 0.9677 5 2.236 1e+04 100
1.5 1 0 1.613 19 4.359 1e+04 100
1.5 1 0 2.258 42 6.481 1e+04 100
1.5 1 0 2.903 88 9.381 1e+04 100
1.5 1 0 3.548 132 11.49 1e+04 100
1.5 1 0 4.194 146 12.08 1e+04 100
1.5 1 0 4.839 101 10.05 1e+04 100
1.5 1 0 5.484 60 7.746 1e+04 100
1.5 1 0 6.129 32 5.657 1e+04 100
1.5 1 0 6.774 26 5.099 1e+04 100
1.5 1 0 7.419 17 4.123 1e+04 100
1.5 1 0 8.065 14 3.742 1e+04 100
1.5 1 0 8.71 12 3.464 1e+04 100
1.5 1 0 9.355 22 4.69 1e+04 100
1.5 1 0 10 13 3.606 1e+04 100
