# 
# this is randomly generated data to test the convolution fitter
# created using: https://github.com/ILLGrenoble/takin/blob/master/data/demos/mdanse_school_tut2_fm/create_random_data.py
# 
# sample_a     = 5
# sample_b     = 5
# sample_c     = 5
# 
# sample_alpha = 90
# sample_beta  = 90
# sample_gamma = 90
# 
# mono_d       = 3.355
# ana_d        = 3.355
# 
# sense_m      = +1
# sense_s      = -1
# sense_a      = +1
# 
# orient1_x    = 1
# orient1_y    = 0
# orient1_z    = 0
# 
# orient2_x    = 0
# orient2_y    = 1
# orient2_z    = 0
# 
# is_ki_fixed  = 0
# k_fix        = 2.662
# 
# col_h        = 1
# col_k        = 2
# col_l        = 3
# col_E        = 4
# cols_scanned = 4
# col_ctr      = 5
# col_ctr_err  = 6
# col_mon      = 7
# col_mon_err  = 8
# 
1.3 1 0 -5 9 3 1e+04 100
1.3 1 0 -4.677 12 3.464 1e+04 100
1.3 1 0 -4.355 13 3.606 1e+04 100
1.3 1 0 -4.032 8 2.828 1e+04 100
1.3 1 0 -3.71 19 4.359 1e+04 100
1.3 1 0 -3.387 18 4.243 1e+04 100
1.3 1 0 -3.065 20 4.472 1e+04 100
1.3 1 0 -2.742 5 2.236 1e+04 100
1.3 1 0 -2.419 25 5 1e+04 100
1.3 1 0 -2.097 35 5.916 1e+04 100
1.3 1 0 -1.774 124 11.14 1e+04 100
1.3 1 0 -1.452 347 18.63 1e+04 100
1.3 1 0 -1.129 653 25.55 1e+04 100
1.3 1 0 -0.8065 824 28.71 1e+04 100
1.3 1 0 -0.4839 722 26.87 1e+04 100
1.3 1 0 -0.1613 651 25.51 1e+04 100
1.3 1 0 0.1613 660 25.7 1e+04 100
1.3 1 0 0.4839 841 29 1e+04 100
1.3 1 0 0.8065 975 31.22 1e+04 100
1.3 1 0 1.129 767 27.69 1e+04 100
1.3 1 0 1.452 414 20.35 1e+04 100
1.3 1 0 1.774 152 12.33 1e+04 100
1.3 1 0 2.097 56 7.483 1e+04 100
1.3 1 0 2.419 23 4.796 1e+04 100
1.3 1 0 2.742 15 3.873 1e+04 100
1.3 1 0 3.065 16 4 1e+04 100
1.3 1 0 3.387 20 4.472 1e+04 100
1.3 1 0 3.71 23 4.796 1e+04 100
1.3 1 0 4.032 12 3.464 1e+04 100
1.3 1 0 4.355 21 4.583 1e+04 100
1.3 1 0 4.677 14 3.742 1e+04 100
1.3 1 0 5 21 4.583 1e+04 100
