# 
# this is randomly generated data to test the convolution fitter
# created using: https://github.com/ILLGrenoble/takin/blob/master/data/demos/magnon_fm/create_random_data.py
# 
# sample_a     = 5
# sample_b     = 5
# sample_c     = 5
# 
# sample_alpha = 90
# sample_beta  = 90
# sample_gamma = 90
# 
# mono_d       = 3.355
# ana_d        = 3.355
# 
# sense_m      = +1
# sense_s      = -1
# sense_a      = +1
# 
# orient1_x    = 1
# orient1_y    = 0
# orient1_z    = 0
# 
# orient2_x    = 0
# orient2_y    = 1
# orient2_z    = 0
# 
# is_ki_fixed  = 0
# k_fix        = 2.662
# 
# col_h        = 1
# col_k        = 2
# col_l        = 3
# col_E        = 4
# cols_scanned = 4
# col_ctr      = 5
# col_ctr_err  = 6
# col_mon      = 7
# col_mon_err  = 8
# 
1.2 1 0 -5 11 3.317 1e+04 100
1.2 1 0 -4.677 13 3.606 1e+04 100
1.2 1 0 -4.355 6 2.449 1e+04 100
1.2 1 0 -4.032 12 3.464 1e+04 100
1.2 1 0 -3.71 9 3 1e+04 100
1.2 1 0 -3.387 4 2 1e+04 100
1.2 1 0 -3.065 10 3.162 1e+04 100
1.2 1 0 -2.742 10 3.162 1e+04 100
1.2 1 0 -2.419 14 3.742 1e+04 100
1.2 1 0 -2.097 21 4.583 1e+04 100
1.2 1 0 -1.774 25 5 1e+04 100
1.2 1 0 -1.452 22 4.69 1e+04 100
1.2 1 0 -1.129 8 2.828 1e+04 100
1.2 1 0 -0.8065 14 3.742 1e+04 100
1.2 1 0 -0.4839 11 3.317 1e+04 100
1.2 1 0 -0.1613 5 2.236 1e+04 100
1.2 1 0 0.1613 3 1.732 1e+04 100
1.2 1 0 0.4839 14 3.742 1e+04 100
1.2 1 0 0.8065 23 4.796 1e+04 100
1.2 1 0 1.129 41 6.403 1e+04 100
1.2 1 0 1.452 63 7.937 1e+04 100
1.2 1 0 1.774 98 9.899 1e+04 100
1.2 1 0 2.097 91 9.539 1e+04 100
1.2 1 0 2.419 62 7.874 1e+04 100
1.2 1 0 2.742 27 5.196 1e+04 100
1.2 1 0 3.065 11 3.317 1e+04 100
1.2 1 0 3.387 10 3.162 1e+04 100
1.2 1 0 3.71 7 2.646 1e+04 100
1.2 1 0 4.032 4 2 1e+04 100
1.2 1 0 4.355 10 3.162 1e+04 100
1.2 1 0 4.677 7 2.646 1e+04 100
1.2 1 0 5 12 3.464 1e+04 100
