# 
# this is randomly generated data to test the convolution fitter
# created using: https://github.com/ILLGrenoble/takin/blob/master/data/demos/magnon_fm/create_random_data.py
# 
# sample_a     = 5
# sample_b     = 5
# sample_c     = 5
# 
# sample_alpha = 90
# sample_beta  = 90
# sample_gamma = 90
# 
# mono_d       = 3.355
# ana_d        = 3.355
# 
# sense_m      = +1
# sense_s      = -1
# sense_a      = +1
# 
# orient1_x    = 1
# orient1_y    = 0
# orient1_z    = 0
# 
# orient2_x    = 0
# orient2_y    = 1
# orient2_z    = 0
# 
# is_ki_fixed  = 0
# k_fix        = 2.662
# 
# col_h        = 1
# col_k        = 2
# col_l        = 3
# col_E        = 4
# cols_scanned = 4
# col_ctr      = 5
# col_ctr_err  = 6
# col_mon      = 7
# col_mon_err  = 8
# 
1.3 1 0 -5 7 2.646 1e+04 100
1.3 1 0 -4.677 16 4 1e+04 100
1.3 1 0 -4.355 19 4.359 1e+04 100
1.3 1 0 -4.032 18 4.243 1e+04 100
1.3 1 0 -3.71 16 4 1e+04 100
1.3 1 0 -3.387 26 5.099 1e+04 100
1.3 1 0 -3.065 34 5.831 1e+04 100
1.3 1 0 -2.742 42 6.481 1e+04 100
1.3 1 0 -2.419 44 6.633 1e+04 100
1.3 1 0 -2.097 52 7.211 1e+04 100
1.3 1 0 -1.774 58 7.616 1e+04 100
1.3 1 0 -1.452 43 6.557 1e+04 100
1.3 1 0 -1.129 42 6.481 1e+04 100
1.3 1 0 -0.8065 38 6.164 1e+04 100
1.3 1 0 -0.4839 31 5.568 1e+04 100
1.3 1 0 -0.1613 27 5.196 1e+04 100
1.3 1 0 0.1613 46 6.782 1e+04 100
1.3 1 0 0.4839 54 7.348 1e+04 100
1.3 1 0 0.8065 85 9.22 1e+04 100
1.3 1 0 1.129 112 10.58 1e+04 100
1.3 1 0 1.452 128 11.31 1e+04 100
1.3 1 0 1.774 138 11.75 1e+04 100
1.3 1 0 2.097 135 11.62 1e+04 100
1.3 1 0 2.419 128 11.31 1e+04 100
1.3 1 0 2.742 101 10.05 1e+04 100
1.3 1 0 3.065 76 8.718 1e+04 100
1.3 1 0 3.387 55 7.416 1e+04 100
1.3 1 0 3.71 39 6.245 1e+04 100
1.3 1 0 4.032 30 5.477 1e+04 100
1.3 1 0 4.355 15 3.873 1e+04 100
1.3 1 0 4.677 5 2.236 1e+04 100
1.3 1 0 5 7 2.646 1e+04 100
